,지역,키워드,언급수,월
926,강릉시,신라,278,4월
927,강릉시,분위기,277,4월
928,강릉시,칼국수,276,4월
929,강릉시,공원,272,4월
930,경주시,경주,5053,4월
931,경주시,벚꽃,2431,4월
932,경주시,여행,2144,4월
933,경주시,사진,1664,4월
934,경주시,불국사,732,4월
935,경주시,포토존,713,4월
936,경주시,카페,706,4월
937,경주시,대릉,694,4월
938,경주시,숙소,693,4월
939,경주시,경주시,676,4월
940,경주시,월정교,673,4월
941,경주시,첨성대,604,4월
942,경주시,주차,587,4월
943,경주시,맛집,534,4월
944,경주시,보문,513,4월
945,경주시,꽃,411,4월
946,경주시,경북,403,4월
947,경주시,빵,398,4월
948,경주시,나무,391,4월
949,경주시,커피,382,4월
950,경주시,야경,364,4월
951,경주시,봄,359,4월
952,경주시,명소,348,4월
953,경주시,호텔,335,4월
954,경주시,동궁,324,4월
955,경주시,날씨,319,4월
956,경주시,펜션,312,4월
957,경주시,바다,309,4월
958,경주시,풍경,306,4월
959,경주시,신라,294,4월
960,군산시,군산,3336,4월
961,군산시,카페,1532,4월
962,군산시,여행,1035,4월
963,군산시,공원,908,4월
964,군산시,사진,669,4월
965,군산시,군산시,634,4월
966,군산시,맛집,605,4월
967,군산시,박물관,543,4월
968,군산시,커피,456,4월
969,군산시,서울,431,4월
970,군산시,선유도,402,4월
971,군산시,바다,389,4월
972,군산시,짬뽕,371,4월
973,군산시,빵,350,4월
974,군산시,주차,335,4월
975,군산시,벚꽃,332,4월
976,군산시,산,311,4월
977,군산시,역사,296,4월
978,군산시,섬,283,4월
979,군산시,호수,269,4월
980,군산시,은파,244,4월
981,군산시,철길,243,4월
982,군산시,밥,235,4월
983,군산시,관광,223,4월
984,군산시,부산,219,4월
985,군산시,새만금,213,4월
986,군산시,고추,209,4월
987,군산시,분위기,208,4월
988,군산시,사진관,208,4월
989,군산시,짜장,202,4월
990,목포시,목포,3230,4월
991,목포시,카페,1242,4월
992,목포시,맛집,765,4월
993,목포시,여행,711,4월
994,목포시,공원,681,4월
995,목포시,유달산,474,4월
996,목포시,목포시,472,4월
997,목포시,커피,444,4월
998,목포시,빵,396,4월
999,목포시,박물관,391,4월
1000,목포시,바다,376,4월
1001,목포시,사진,372,4월
1002,목포시,홍어,356,4월
1003,목포시,낙지,351,4월
1004,목포시,산,340,4월
1005,목포시,회,337,4월
1006,목포시,케이블카,318,4월
1007,목포시,바게트,310,4월
1008,목포시,고하도,272,4월
1009,목포시,치즈,248,4월
1010,목포시,크림,246,4월
1011,목포시,새우,234,4월
1012,목포시,북항,223,4월
1013,목포시,섬,223,4월
1014,목포시,식당,221,4월
1015,목포시,음식,218,4월
1016,목포시,센터,215,4월
1017,목포시,고기,213,4월
1018,목포시,부산,204,4월
1019,목포시,해상,204,4월
1020,서귀포시,제주,2691,4월
1021,서귀포시,여행,2143,4월
1022,서귀포시,제주도,1830,4월
1023,서귀포시,사진,1317,4월
1024,서귀포시,카페,851,4월
1025,서귀포시,서귀포,758,4월
1026,서귀포시,호텔,642,4월
1027,서귀포시,숙소,587,4월
1028,서귀포시,바다,543,4월
1029,서귀포시,유채꽃,540,4월
1030,서귀포시,벚꽃,459,4월
1031,서귀포시,맛집,418,4월
1032,서귀포시,주차,380,4월
1033,서귀포시,풍경,362,4월
1034,서귀포시,꽃,341,4월
1035,서귀포시,산방산,337,4월
1036,서귀포시,날씨,333,4월
1037,서귀포시,커피,323,4월
1038,서귀포시,갈치,322,4월
1039,서귀포시,뷰,291,4월
1040,서귀포시,수국,277,4월
1041,서귀포시,가족,270,4월
1042,서귀포시,고기,270,4월
1043,서귀포시,식당,262,4월
1044,서귀포시,공원,260,4월
1045,서귀포시,체험,254,4월
1046,서귀포시,돼지,248,4월
1047,서귀포시,봄,248,4월
1048,서귀포시,밭,245,4월
1049,서귀포시,음식,229,4월
1050,속초시,속초,5996,4월
1051,속초시,여행,1847,4월
1052,속초시,바다,1233,4월
1053,속초시,카페,977,4월
1054,속초시,맛집,963,4월
1055,속초시,사진,953,4월
1056,속초시,강원도,804,4월
1057,속초시,속초시,718,4월
1058,속초시,설악산,712,4월
1059,속초시,회,641,4월
1060,속초시,뷰,624,4월
1061,속초시,물회,592,4월
1062,속초시,호텔,517,4월
1063,속초시,해수욕장,482,4월
1064,속초시,벚꽃,479,4월
1065,속초시,대게,478,4월
1066,속초시,생선,451,4월
1067,속초시,대관람차,433,4월
1068,속초시,청초,432,4월
1069,속초시,호수,404,4월
1070,속초시,커피,381,4월
1071,속초시,중앙시장,358,4월
1072,속초시,해변,352,4월
1073,속초시,빵,350,4월
1074,속초시,가족,347,4월
1075,속초시,식당,323,4월
1076,속초시,순두부,314,4월
1077,속초시,밥,306,4월
1078,속초시,풍경,301,4월
1079,속초시,음식,300,4월
1080,여수시,여수,5106,4월
1081,여수시,여행,2007,4월
1082,여수시,바다,1458,4월
1083,여수시,사진,1184,4월
1084,여수시,카페,1059,4월
1085,여수시,시간,967,4월
1086,여수시,게장,729,4월
1087,여수시,맛집,706,4월
1088,여수시,뷰,684,4월
1089,여수시,호텔,664,4월
1090,여수시,여수시,617,4월
1091,여수시,오동도,611,4월
1092,여수시,이순신,557,4월
1093,여수시,주차,540,4월
1094,여수시,김밥,501,4월
1095,여수시,밤,496,4월
1096,여수시,낭만,474,4월
1097,여수시,섬,472,4월
1098,여수시,공원,452,4월
1099,여수시,포차,450,4월
1100,여수시,테디베어,445,4월
1101,여수시,숙소,411,4월
1102,여수시,버거,409,4월
1103,여수시,광장,386,4월
1104,여수시,식당,385,4월
1105,여수시,케이블카,381,4월
1106,여수시,포토존,749,4월
1107,여수시,가족,370,4월
1108,여수시,갈치,370,4월
1109,여수시,오션,367,4월
1110,완도군,완도,2408,4월
1111,완도군,청산도,1913,4월
1112,완도군,여행,1683,4월
1113,완도군,배,1167,4월
1114,완도군,바다,869,4월
1115,완도군,전복,865,4월
1116,완도군,사진,840,4월
1117,완도군,섬,757,4월
1118,완도군,버스,558,4월
1119,완도군,유채꽃,474,4월
1120,완도군,터미널,473,4월
1121,완도군,숙소,413,4월
1122,완도군,슬로,411,4월
1123,완도군,산,405,4월
1124,완도군,풍경,366,4월
1125,완도군,맛집,359,4월
1126,완도군,항,355,4월
1127,완도군,벚꽃,346,4월
1128,완도군,봄,331,4월
1129,완도군,해변,326,4월
1130,완도군,서편제,326,4월
1131,완도군,차량,318,4월
1132,완도군,아침,314,4월
1133,완도군,꽃,304,4월
1134,완도군,축제,294,4월
1135,완도군,식당,290,4월
1136,완도군,카페,283,4월
1137,완도군,방문,276,4월
1138,완도군,밥,264,4월
1139,완도군,촬영,260,4월
1140,인제군,여행,1332,4월
1141,인제군,인제,1275,4월
1142,인제군,사진,1001,4월
1143,인제군,강원도,533,4월
1144,인제군,카페,504,4월
1145,인제군,벚꽃,433,4월
1146,인제군,숙소,429,4월
1147,인제군,속초,403,4월
1148,인제군,바다,393,4월
1149,인제군,버스,374,4월
1150,인제군,커피,348,4월
1151,인제군,맛집,321,4월
1152,인제군,친구,318,4월
1153,인제군,뷰,317,4월
1154,인제군,저녁,304,4월
1155,인제군,밥,299,4월
1156,인제군,꽃,288,4월
1157,인제군,호텔,283,4월
1158,인제군,산,279,4월
1159,인제군,날씨,277,4월
1160,인제군,주문,259,4월
1161,인제군,바람,253,4월
1162,인제군,마을,249,4월
1163,인제군,봄,245,4월
1164,인제군,음식,244,4월
1165,인제군,가족,242,4월
1166,인제군,숲,241,4월
1167,인제군,공원,228,4월
1168,인제군,터미널,225,4월
1169,인제군,코스,223,4월
1170,제주시,제주,2592,4월
1171,제주시,제주도,1559,4월
1172,제주시,여행,1440,4월
1173,제주시,제주시,1437,4월
1174,제주시,카페,957,4월
1175,제주시,사진,933,4월
1176,제주시,맛집,863,4월
1177,제주시,공항,605,4월
1178,제주시,벚꽃,565,4월
1179,제주시,고기,559,4월
1180,제주시,숙소,522,4월
1181,제주시,호텔,470,4월
1182,제주시,바다,442,4월
1183,제주시,밥,441,4월
1184,제주시,주차,438,4월
1185,제주시,식당,420,4월
1186,제주시,집,416,4월
1187,제주시,돼지,396,4월
1188,제주시,커피,389,4월
1189,제주시,음식,356,4월
1190,제주시,새우,316,4월
1191,제주시,김밥,310,4월
1192,제주시,저녁,278,4월
1193,제주시,식사,273,4월
1194,제주시,뷰,272,4월
1195,제주시,갈치,272,4월
1196,제주시,친구,271,4월
1197,제주시,분위기,258,4월
1198,제주시,날씨,253,4월
1199,제주시,국수,252,4월
1200,공주시,공주,2601,5월
1201,공주시,여행,1140,5월
1202,공주시,카페,992,5월
1203,공주시,사진,892,5월
1204,공주시,공산성,877,5월
1205,공주시,체험,764,5월
1206,공주시,공주시,650,5월
1207,공주시,밤,620,5월
1208,공주시,박물관,558,5월
1209,공주시,꽃,552,5월
1210,공주시,공원,497,5월
1211,공주시,축제,470,5월
1212,공주시,금강,463,5월
1213,공주시,맛집,452,5월
1214,공주시,문화,360,5월
1215,공주시,커피,358,5월
1216,공주시,주차,357,5월
1217,공주시,백제,353,5월
1218,공주시,숙소,347,5월
1219,공주시,역사,326,5월
1220,공주시,자연,314,5월
1221,공주시,섬,304,5월
1222,공주시,대전,303,5월
1223,공주시,동학사,301,5월
1224,공주시,풍경,297,5월
1225,공주시,무령왕릉,295,5월
1226,공주시,수국,271,5월
1227,공주시,가족,270,5월
1228,공주시,식당,254,5월
1229,공주시,칼국수,249,5월
1230,보성군,보성,4381,5월
1231,보성군,녹차,2990,5월
1232,보성군,여행,1981,5월
1233,보성군,밭,1396,5월
1234,보성군,사진,1259,5월
1235,보성군,체험,676,5월
1236,보성군,카페,668,5월
1237,보성군,바다,567,5월
1238,보성군,벌교,525,5월
1239,보성군,꼬막,502,5월
1240,보성군,풍경,452,5월
1241,보성군,해수욕장,427,5월
1242,보성군,숙소,406,5월
1243,보성군,공룡,398,5월
1244,보성군,율포,398,5월
1245,보성군,힐링,370,5월
1246,보성군,공원,370,5월
1247,보성군,엑스포,346,5월
1248,보성군,맛집,346,5월
1249,보성군,전망대,338,5월
1250,보성군,박물관,337,5월
1251,보성군,나무,336,5월
1252,보성군,초록,334,5월
1253,보성군,정원,315,5월
1254,보성군,문화,314,5월
1255,보성군,여행지,312,5월
1256,보성군,꽃,305,5월
1257,보성군,식당,291,5월
1258,보성군,주문,286,5월
1259,보성군,팥빙수,280,5월
1260,서귀포시,제주,3100,5월
1261,서귀포시,여행,2304,5월
1262,서귀포시,제주도,2055,5월
1263,서귀포시,사진,1385,5월
1264,서귀포시,카페,941,5월
1265,서귀포시,서귀포,808,5월
1266,서귀포시,바다,787,5월
1267,서귀포시,서귀포시,727,5월
1268,서귀포시,수국,725,5월
1269,서귀포시,숙소,672,5월
1270,서귀포시,포토존,573,5월
1271,서귀포시,호텔,529,5월
1272,서귀포시,맛집,516,5월
1273,서귀포시,뷰,490,5월
1274,서귀포시,꽃,401,5월
1275,서귀포시,돼지,396,5월
1276,서귀포시,풍경,390,5월
1277,서귀포시,가족,369,5월
1278,서귀포시,체험,359,5월
1279,서귀포시,산방산,347,5월
1280,서귀포시,주차,345,5월
1281,서귀포시,날씨,334,5월
1282,서귀포시,커피,307,5월
1283,서귀포시,갈치,296,5월
1284,서귀포시,자연,291,5월
1285,서귀포시,아침,280,5월
1286,서귀포시,음식,279,5월
1287,서귀포시,우도,267,5월
1288,서귀포시,고기,266,5월
1289,서귀포시,음료,265,5월
1290,서천군,서천,1826,5월
1291,서천군,여행,1525,5월
1292,서천군,한산모시,910,5월
1293,서천군,체험,879,5월
1294,서천군,사진,761,5월
1295,서천군,바다,731,5월
1296,서천군,축제,582,5월
1297,서천군,장항,547,5월
1298,서천군,군산,503,5월
1299,서천군,집,501,5월
1300,서천군,공원,481,5월
1301,서천군,카페,407,5월
1302,서천군,갯벌,367,5월
1303,서천군,꽃,358,5월
1304,서천군,가족,357,5월
1305,서천군,맛집,336,5월
1306,서천군,장미,335,5월
1307,서천군,버스,332,5월
1308,서천군,자연,326,5월
1309,서천군,스카이,309,5월
1310,서천군,광어,300,5월
1311,서천군,회,297,5월
1312,서천군,관람,296,5월
1313,서천군,산,293,5월
1314,서천군,전시,290,5월
1315,서천군,숲,276,5월
1316,서천군,국립생태원,274,5월
1317,서천군,만,272,5월
1318,서천군,조개,270,5월
1319,서천군,주차,259,5월
1320,속초시,속초,5300,5월
1321,속초시,여행,1856,5월
1322,속초시,바다,1001,5월
1323,속초시,카페,970,5월
1324,속초시,맛집,838,5월
1325,속초시,사진,800,5월
1326,속초시,강원도,778,5월
1327,속초시,회,658,5월
1328,속초시,속초시,622,5월
1329,속초시,뷰,613,5월
1330,속초시,주차,580,5월
1331,속초시,물회,545,5월
1332,속초시,해수욕장,538,5월
1333,속초시,대게,510,5월
1334,속초시,숙소,455,5월
1335,속초시,설악산,418,5월
1336,속초시,청초,397,5월
1337,속초시,호텔,393,5월
1338,속초시,해변,383,5월
1339,속초시,대관람차,381,5월
1340,속초시,중앙시장,357,5월
1341,속초시,커피,355,5월
1342,속초시,게,352,5월
1343,속초시,식당,324,5월
1344,속초시,닭강정,323,5월
1345,속초시,빵,310,5월
1346,속초시,홍게,308,5월
1347,속초시,가족,305,5월
1348,속초시,대포항,298,5월
1349,속초시,바위,296,5월
1350,순창군,순창,1452,5월
1351,순창군,여행,1184,5월
1352,순창군,사진,611,5월
1353,순창군,체험,597,5월
1354,순창군,다리,559,5월
1355,순창군,카페,438,5월
1356,순창군,버스,404,5월
1357,순창군,하늘,403,5월
1358,순창군,바위,393,5월
1359,순창군,고추장,351,5월
1360,순창군,산,350,5월
1361,순창군,용궐산,340,5월
1362,순창군,섬진강,338,5월
1363,순창군,담양,336,5월
1364,순창군,터미널,311,5월
1365,순창군,강천산,291,5월
1366,순창군,맛집,252,5월
1367,순창군,공원,251,5월
1368,순창군,힐링,245,5월
1369,순창군,가족,241,5월
1370,순창군,풍경,222,5월
1371,순창군,자전거,220,5월
1372,순창군,엄마,217,5월
1373,순창군,코스,210,5월
1374,순창군,숙소,209,5월
1375,순창군,입구,208,5월
1376,순창군,강,207,5월
1377,순창군,광주,206,5월
1378,순창군,순창군,202,5월
1379,순창군,날씨,197,5월
1380,양양군,양양,2035,5월
1381,양양군,여행,1433,5월
1382,양양군,바다,1227,5월
1383,양양군,사진,797,5월
1384,양양군,해변,702,5월
1385,양양군,비치,689,5월
1386,양양군,숙소,663,5월
1387,양양군,서핑,635,5월
1388,양양군,카페,609,5월
1389,양양군,뷰,468,5월
1390,양양군,낙산사,428,5월
1391,양양군,호텔,416,5월
1392,양양군,맛집,371,5월
1393,양양군,아침,305,5월
1394,양양군,해수욕장,303,5월
1395,양양군,저녁,298,5월
1396,양양군,날씨,286,5월
1397,양양군,죽도,274,5월
1398,양양군,커피,274,5월
1399,양양군,친구,256,5월
1400,양양군,주차,246,5월
1401,양양군,가족,235,5월
1402,양양군,분위기,224,5월
1403,양양군,파도,205,5월
1404,양양군,회,198,5월
1405,양양군,밥,197,5월
1406,양양군,강릉,196,5월
1407,양양군,메뉴,195,5월
1408,양양군,식당,193,5월
1409,양양군,음식,190,5월
1410,여수시,여수,4121,5월
1411,여수시,여행,1581,5월
1412,여수시,바다,1377,5월
1413,여수시,사진,926,5월
1414,여수시,게장,687,5월
1415,여수시,카페,589,5월
1416,여수시,뷰,565,5월
1417,여수시,맛집,560,5월
1418,여수시,이순신,492,5월
1419,여수시,밤,471,5월
1420,여수시,오동도,467,5월
1421,여수시,호텔,463,5월
1422,여수시,여수시,419,5월
1423,여수시,주차,380,5월
1424,여수시,낭만,380,5월
1425,여수시,광장,335,5월
1426,여수시,아르떼,333,5월
1427,여수시,오션,324,5월
1428,여수시,김밥,324,5월
1429,여수시,숙소,320,5월
1430,여수시,포차,316,5월
1431,여수시,공원,313,5월
1432,여수시,케이블카,299,5월
1433,여수시,가족,297,5월
1434,여수시,밥,287,5월
1435,여수시,등대,264,5월
1436,여수시,게,263,5월
1437,여수시,버거,260,5월
1438,여수시,문어,236,5월
1439,여수시,향일암,235,5월
1440,옥천군,옥천,2680,5월
1441,옥천군,여행,1518,5월
1442,옥천군,사진,1009,5월
1443,옥천군,카페,732,5월
1444,옥천군,공원,672,5월
1445,옥천군,맛집,572,5월
1446,옥천군,유채꽃,538,5월
1447,옥천군,버스,535,5월
1448,옥천군,꽃,515,5월
1449,옥천군,정지용,418,5월
1450,옥천군,풍경,406,5월
1451,옥천군,금강,406,5월
1452,옥천군,체험,385,5월
1453,옥천군,식당,343,5월
1454,옥천군,가족,309,5월
1455,옥천군,대청호,307,5월
1456,옥천군,산,303,5월
1457,옥천군,소담,298,5월
1458,옥천군,커피,296,5월
1459,옥천군,친구,294,5월
1460,옥천군,나무,289,5월
1461,옥천군,주차,287,5월
1462,옥천군,산책,287,5월
1463,옥천군,숙소,270,5월
1464,옥천군,정원,269,5월
1465,옥천군,날씨,268,5월
1466,옥천군,밥,255,5월
1467,옥천군,생가,251,5월
1468,옥천군,시인,250,5월
1469,옥천군,부산,248,5월
1470,제주시,제주,2684,5월
1471,제주시,제주도,1513,5월
1472,제주시,제주시,1438,5월
1473,제주시,여행,1416,5월
1474,제주시,카페,1100,5월
1475,제주시,사진,876,5월
1476,제주시,맛집,847,5월
1477,제주시,공항,585,5월
1478,제주시,숙소,532,5월
1479,제주시,바다,473,5월
1480,제주시,고기,408,5월
1481,제주시,호텔,405,5월
1482,제주시,주차,387,5월
1483,제주시,돼지,317,5월
1484,제주시,분위기,307,5월
1485,제주시,밥,306,5월
1486,제주시,김밥,305,5월
1487,제주시,뷰,296,5월
1488,제주시,소금,293,5월
1489,제주시,음식,292,5월
1490,제주시,식당,273,5월
1491,제주시,친구,269,5월
1492,제주시,저녁,266,5월
1493,제주시,아침,256,5월
1494,제주시,시장,254,5월
1495,제주시,갈치,252,5월
1496,제주시,날씨,242,5월
1497,제주시,빵,242,5월
1498,제주시,식사,235,5월
1499,제주시,새우,234,5월
1500,경주시,경주,4721,6월
1501,경주시,여행,2162,6월
1502,경주시,사진,1248,6월
1503,경주시,카페,926,6월
1504,경주시,경주시,707,6월
1505,경주시,경북,631,6월
1506,경주시,첨성대,593,6월
1507,경주시,숙소,586,6월
1508,경주시,맛집,556,6월
1509,경주시,포토존,546,6월
1510,경주시,주차,526,6월
1511,경주시,불국사,485,6월
1512,경주시,대릉,446,6월
1513,경주시,신라,398,6월
1514,경주시,메뉴,385,6월
1515,경주시,바다,374,6월
1516,경주시,역사,356,6월
1517,경주시,체험,312,6월
1518,경주시,친구,310,6월
1519,경주시,커피,306,6월
1520,경주시,가족,301,6월
1521,경주시,분위기,282,6월
1522,경주시,날씨,278,6월
1523,경주시,관광,273,6월
1524,경주시,호텔,272,6월
1525,경주시,밥,271,6월
1526,경주시,공원,269,6월
1527,경주시,저녁,260,6월
1528,경주시,동궁,259,6월
1529,경주시,펜션,259,6월
1530,고성군,고성,2037,6월
1531,고성군,여행,1458,6월
1532,고성군,바다,1417,6월
1533,고성군,라벤더,986,6월
1534,고성군,사진,940,6월
1535,고성군,카페,784,6월
1536,고성군,강원도,782,6월
1537,고성군,해변,749,6월
1538,고성군,속초,694,6월
1539,고성군,숙소,687,6월
1540,고성군,뷰,644,6월
1541,고성군,해수욕장,582,6월
1542,고성군,바위,475,6월
1543,고성군,오션,394,6월
1544,고성군,날씨,377,6월
1545,고성군,커피,337,6월
1546,고성군,꽃,327,6월
1547,고성군,리조트,322,6월
1548,고성군,아침,305,6월
1549,고성군,수국,303,6월
1550,고성군,주차,283,6월
1551,고성군,막국수,283,6월
1552,고성군,가족,281,6월
1553,고성군,펜션,274,6월
1554,고성군,맛집,265,6월
1555,고성군,저녁,226,6월
1556,고성군,정원,226,6월
1557,고성군,물회,224,6월
1558,고성군,식당,212,6월
1559,고성군,풍경,208,6월
1560,서귀포시,제주,3182,6월
1561,서귀포시,여행,2029,6월
1562,서귀포시,제주도,2004,6월
1563,서귀포시,수국,1500,6월
1564,서귀포시,사진,1451,6월
1565,서귀포시,카페,942,6월
1566,서귀포시,서귀포시,811,6월
1567,서귀포시,바다,695,6월
1568,서귀포시,서귀포,678,6월
1569,서귀포시,숙소,589,6월
1570,서귀포시,호텔,583,6월
1571,서귀포시,포토존,576,6월
1572,서귀포시,맛집,494,6월
1573,서귀포시,꽃,489,6월
1574,서귀포시,주차,375,6월
1575,서귀포시,가족,360,6월
1576,서귀포시,날씨,349,6월
1577,서귀포시,돼지,342,6월
1578,서귀포시,배,334,6월
1579,서귀포시,뷰,334,6월
1580,서귀포시,체험,334,6월
1581,서귀포시,풍경,326,6월
1582,서귀포시,여름,313,6월
1583,서귀포시,고기,311,6월
1584,서귀포시,포토,309,6월
1585,서귀포시,식당,280,6월
1586,서귀포시,갈치,279,6월
1587,서귀포시,야외,276,6월
1588,서귀포시,정원,259,6월
1589,서귀포시,자연,254,6월
1590,속초시,속초,4847,6월
1591,속초시,여행,1728,6월
1592,속초시,바다,1177,6월
1593,속초시,강원도,854,6월
1594,속초시,카페,815,6월
1595,속초시,사진,814,6월
1596,속초시,맛집,790,6월
1597,속초시,속초시,669,6월
1598,속초시,주차,647,6월
1599,속초시,뷰,622,6월
1600,속초시,회,615,6월
1601,속초시,호텔,586,6월
1602,속초시,해수욕장,579,6월
1603,속초시,숙소,550,6월
1604,속초시,오징어,512,6월
1605,속초시,물회,508,6월
1606,속초시,설악산,492,6월
1607,속초시,대게,485,6월
1608,속초시,커피,437,6월
1609,속초시,빵,380,6월
1610,속초시,해변,365,6월
1611,속초시,게,362,6월
1612,속초시,밥,349,6월
1613,속초시,중앙시장,341,6월
1614,속초시,포장,335,6월
1615,속초시,가족,324,6월
1616,속초시,닭강정,316,6월
1617,속초시,대관람차,307,6월
1618,속초시,식당,306,6월
1619,속초시,날씨,304,6월
1620,인제군,인제,1902,6월
1621,인제군,여행,1768,6월
1622,인제군,강원도,1222,6월
1623,인제군,사진,1038,6월
1624,인제군,계곡,585,6월
1625,인제군,속초,548,6월
1626,인제군,숙소,519,6월
1627,인제군,아침,469,6월
1628,인제군,카페,440,6월
1629,인제군,바다,429,6월
1630,인제군,자작나무,420,6월
1631,인제군,막국수,420,6월
1632,인제군,숲,419,6월
1633,인제군,래프팅,406,6월
1634,인제군,펜션,405,6월
1635,인제군,자작나무숲,403,6월
1636,인제군,맛집,401,6월
1637,인제군,여름,383,6월
1638,인제군,가족,344,6월
1639,인제군,식당,342,6월
1640,인제군,친구,336,6월
1641,인제군,산,329,6월
1642,인제군,휴게소,316,6월
1643,인제군,저녁,307,6월
1644,인제군,날씨,292,6월
1645,인제군,황태,292,6월
1646,인제군,고성,292,6월
1647,인제군,풍경,279,6월
1648,인제군,체험,270,6월
1649,인제군,밥,260,6월
1650,제주시,제주,2532,6월
1651,제주시,제주시,1501,6월
1652,제주시,제주도,1414,6월
1653,제주시,여행,1310,6월
1654,제주시,맛집,964,6월
1655,제주시,카페,909,6월
1656,제주시,사진,866,6월
1657,제주시,호텔,576,6월
1658,제주시,고기,548,6월
1659,제주시,공항,526,6월
1660,제주시,숙소,468,6월
1661,제주시,커피,448,6월
1662,제주시,돼지,432,6월
1663,제주시,바다,426,6월
1664,제주시,주차,383,6월
1665,제주시,식당,358,6월
1666,제주시,음식,344,6월
1667,제주시,밥,342,6월
1668,제주시,친구,341,6월
1669,제주시,아침,278,6월
1670,제주시,날씨,278,6월
1671,제주시,분위기,262,6월
1672,제주시,뷰,261,6월
1673,제주시,저녁,258,6월
1674,제주시,게,248,6월
1675,제주시,전복,248,6월
1676,제주시,식사,243,6월
1677,제주시,음료,232,6월
1678,제주시,새우,223,6월
1679,제주시,김밥,215,6월
1680,진도군,진도,4169,6월
1681,진도군,쏠비치,3620,6월
1682,진도군,비치,1816,6월
1683,진도군,인피니티풀,1054,6월
1684,진도군,사진,996,6월
1685,진도군,뷰,854,6월
1686,진도군,바다,842,6월
1687,진도군,리조트,787,6월
1688,진도군,카페,616,6월
1689,진도군,맛집,495,6월
1690,진도군,식당,475,6월
1691,진도군,목포,382,6월
1692,진도군,가족,381,6월
1693,진도군,오션,375,6월
1694,진도군,섬,366,6월
1695,진도군,바,361,6월
1696,진도군,저녁,360,6월
1697,진도군,호텔,357,6월
1698,진도군,케이블카,348,6월
1699,진도군,야경,344,6월
1700,진도군,아침,344,6월
1701,진도군,숙소,339,6월
1702,진도군,해남,331,6월
1703,진도군,배,327,6월
1704,진도군,산책,324,6월
1705,진도군,날씨,321,6월
1706,진도군,타워,317,6월
1707,진도군,밤,291,6월
1708,진도군,수영장,289,6월
1709,진도군,회,284,6월
1710,충주시,충주,2831,6월
1711,충주시,동굴,1135,6월
1712,충주시,여행,1115,6월
1713,충주시,카페,722,6월
1714,충주시,사진,712,6월
1715,충주시,중앙탑,703,6월
1716,충주시,체험,564,6월
1717,충주시,활옥,522,6월
1718,충주시,맛집,410,6월
1719,충주시,사람,401,6월
1720,충주시,커피,396,6월
1721,충주시,막국수,337,6월
1722,충주시,수안보,335,6월
1723,충주시,악어,331,6월
1724,충주시,메뉴,304,6월
1725,충주시,카약,295,6월
1726,충주시,공원,282,6월
1727,충주시,주차,264,6월
1728,충주시,고기,254,6월
1729,충주시,펜션,241,6월
1730,충주시,뷰,235,6월
1731,충주시,꿩,233,6월
1732,충주시,호텔,230,6월
1733,충주시,충주시,224,6월
1734,충주시,충주호,219,6월
1735,충주시,가족,216,6월
1736,충주시,와인,206,6월
1737,충주시,숙소,205,6월
1738,충주시,식당,200,6월
1739,충주시,보트,196,6월
1740,태안군,태안,3341,6월
1741,태안군,여행,2168,6월
1742,태안군,바다,1365,6월
1743,태안군,사진,1257,6월
1744,태안군,해수욕장,1220,6월
1745,태안군,펜션,1134,6월
1746,태안군,카페,849,6월
1747,태안군,숙소,740,6월
1748,태안군,체험,672,6월
1749,태안군,가족,542,6월
1750,태안군,조개,506,6월
1751,태안군,안면도,472,6월
1752,태안군,해변,430,6월
1753,태안군,갯벌,429,6월
1754,태안군,낚시,428,6월
1755,태안군,뷰,414,6월
1756,태안군,꽃,394,6월
1757,태안군,두리,387,6월
1758,태안군,커피,382,6월
1759,태안군,날씨,373,6월
1760,태안군,수영장,359,6월
1761,태안군,아침,356,6월
1762,태안군,바베큐,354,6월
1763,태안군,수국,354,6월
1764,태안군,수목원,351,6월
1765,태안군,맛집,349,6월
1766,태안군,저녁,335,6월
1767,태안군,여름,310,6월
1768,태안군,게,308,6월
1769,태안군,캠핑,294,6월
1770,통영시,통영,4399,6월
1771,통영시,여행,1674,6월
1772,통영시,사진,1225,6월
1773,통영시,바다,1051,6월
1774,통영시,루지,909,6월
1775,통영시,카페,792,6월
1776,통영시,케이블카,650,6월
1777,통영시,숙소,599,6월
1778,통영시,공원,501,6월
1779,통영시,수국,494,6월
1780,통영시,뷰,493,6월
1781,통영시,맛집,408,6월
1782,통영시,거제,404,6월
1783,통영시,섬,396,6월
1784,통영시,배,395,6월
1785,통영시,날씨,369,6월
1786,통영시,벽화,350,6월
1787,통영시,회,333,6월
1788,통영시,꿀빵,332,6월
1789,통영시,주차,323,6월
1790,통영시,풍경,313,6월
1791,통영시,호텔,297,6월
1792,통영시,이순신,295,6월
1793,통영시,아침,293,6월
1794,통영시,밥,273,6월
1795,통영시,가족,272,6월
1796,통영시,친구,268,6월
1797,통영시,커피,261,6월
1798,통영시,저녁,254,6월
1799,통영시,디피,241,6월
1800,강릉시,강릉,4199,7월
1801,강릉시,여행,1945,7월
1802,강릉시,해변,1317,7월
1803,강릉시,바다,1303,7월
1804,강릉시,카페,1102,7월
1805,강릉시,사진,1094,7월
1806,강릉시,커피,942,7월
1807,강릉시,순두부,817,7월
1808,강릉시,맛집,699,7월
1809,강릉시,강원도,620,7월
1810,강릉시,강릉시,603,7월
1811,강릉시,포토존,553,7월
